Declaration Number,Declaration Type,Declaration Date,State,County,Disaster Type,Disaster Title,Start Date,End Date,Individual Assistance Program,Individuals & Households Program,Public Assistance Program,Hazard Mitigation Program
DR-1974,Disaster,5/1/11,TN,Lewis County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Associated Flooding",4/25/11,4/28/11,No,Yes,Yes,Yes
DR-1974,Disaster,5/1/11,TN,Lincoln County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Associated Flooding",4/25/11,4/28/11,No,Yes,Yes,Yes
DR-1974,Disaster,5/1/11,TN,Loudon County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Associated Flooding",4/25/11,4/28/11,No,Yes,Yes,Yes
DR-1974,Disaster,5/1/11,TN,McMinn County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Associated Flooding",4/25/11,4/28/11,No,Yes,Yes,Yes
DR-1974,Disaster,5/1/11,TN,McNairy County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Associated Flooding",4/25/11,4/28/11,No,Yes,Yes,Yes
DR-1974,Disaster,5/1/11,TN,Madison County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Associated Flooding",4/25/11,4/28/11,No,Yes,Yes,Yes
DR-1974,Disaster,5/1/11,TN,Marion County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Associated Flooding",4/25/11,4/28/11,No,Yes,Yes,Yes
DR-1974,Disaster,5/1/11,TN,Marshall County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Associated Flooding",4/25/11,4/28/11,No,Yes,Yes,Yes
DR-1974,Disaster,5/1/11,TN,Monroe County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Associated Flooding",4/25/11,4/28/11,No,Yes,Yes,Yes
DR-1974,Disaster,5/1/11,TN,Montgomery County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Associated Flooding",4/25/11,4/28/11,No,Yes,Yes,Yes
DR-1974,Disaster,5/1/11,TN,Moore County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Associated Flooding",4/25/11,4/28/11,No,Yes,Yes,Yes
DR-1974,Disaster,5/1/11,TN,Perry County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Associated Flooding",4/25/11,4/28/11,No,Yes,Yes,Yes
DR-1974,Disaster,5/1/11,TN,Pickett County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Associated Flooding",4/25/11,4/28/11,No,Yes,Yes,Yes
DR-1974,Disaster,5/1/11,TN,Polk County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Associated Flooding",4/25/11,4/28/11,No,Yes,Yes,Yes
DR-1974,Disaster,5/1/11,TN,Rhea County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Associated Flooding",4/25/11,4/28/11,No,Yes,Yes,Yes
DR-1974,Disaster,5/1/11,TN,Scott County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Associated Flooding",4/25/11,4/28/11,No,Yes,Yes,Yes
DR-1974,Disaster,5/1/11,TN,Sequatchie County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Associated Flooding",4/25/11,4/28/11,No,Yes,Yes,Yes
DR-1974,Disaster,5/1/11,TN,Shelby County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Associated Flooding",4/25/11,4/28/11,No,Yes,Yes,Yes
DR-1974,Disaster,5/1/11,TN,Smith County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Associated Flooding",4/25/11,4/28/11,No,Yes,Yes,Yes
DR-1974,Disaster,5/1/11,TN,Sullivan County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Associated Flooding",4/25/11,4/28/11,No,Yes,Yes,Yes
DR-1974,Disaster,5/1/11,TN,Washington County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Associated Flooding",4/25/11,4/28/11,No,Yes,Yes,Yes
DR-1974,Disaster,5/1/11,TN,Wayne County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Associated Flooding",4/25/11,4/28/11,No,Yes,Yes,Yes
DR-1974,Disaster,5/1/11,TN,Weakley County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Associated Flooding",4/25/11,4/28/11,No,Yes,Yes,Yes
DR-1979,Disaster,5/9/11,TN,Benton County,Storm,"Severe Storms, Straight-Line Winds, Tornadoes, and Flooding",4/19/11,6/7/11,No,Yes,Yes,Yes
DR-1979,Disaster,5/9/11,TN,Carroll County,Storm,"Severe Storms, Straight-Line Winds, Tornadoes, and Flooding",4/19/11,6/7/11,No,Yes,Yes,Yes
DR-1979,Disaster,5/9/11,TN,Crockett County,Storm,"Severe Storms, Straight-Line Winds, Tornadoes, and Flooding",4/19/11,6/7/11,No,Yes,Yes,Yes
DR-1979,Disaster,5/9/11,TN,Dyer County,Storm,"Severe Storms, Straight-Line Winds, Tornadoes, and Flooding",4/19/11,6/7/11,No,Yes,Yes,Yes
DR-1979,Disaster,5/9/11,TN,Gibson County,Storm,"Severe Storms, Straight-Line Winds, Tornadoes, and Flooding",4/19/11,6/7/11,No,Yes,Yes,Yes
DR-1979,Disaster,5/9/11,TN,Henderson County,Storm,"Severe Storms, Straight-Line Winds, Tornadoes, and Flooding",4/19/11,6/7/11,No,Yes,Yes,Yes
DR-1979,Disaster,5/9/11,TN,Henry County,Storm,"Severe Storms, Straight-Line Winds, Tornadoes, and Flooding",4/19/11,6/7/11,No,Yes,Yes,Yes
DR-1979,Disaster,5/9/11,TN,Houston County,Storm,"Severe Storms, Straight-Line Winds, Tornadoes, and Flooding",4/19/11,6/7/11,No,Yes,Yes,Yes
DR-1979,Disaster,5/9/11,TN,Lake County,Storm,"Severe Storms, Straight-Line Winds, Tornadoes, and Flooding",4/19/11,6/7/11,No,Yes,Yes,Yes
DR-1979,Disaster,5/9/11,TN,Lauderdale County,Storm,"Severe Storms, Straight-Line Winds, Tornadoes, and Flooding",4/19/11,6/7/11,No,Yes,Yes,Yes
DR-1979,Disaster,5/9/11,TN,Lincoln County,Storm,"Severe Storms, Straight-Line Winds, Tornadoes, and Flooding",4/19/11,6/7/11,No,Yes,Yes,Yes
DR-1979,Disaster,5/9/11,TN,Madison County,Storm,"Severe Storms, Straight-Line Winds, Tornadoes, and Flooding",4/19/11,6/7/11,No,Yes,Yes,Yes
DR-1979,Disaster,5/9/11,TN,Montgomery County,Storm,"Severe Storms, Straight-Line Winds, Tornadoes, and Flooding",4/19/11,6/7/11,No,Yes,Yes,Yes
DR-1979,Disaster,5/9/11,TN,Obion County,Storm,"Severe Storms, Straight-Line Winds, Tornadoes, and Flooding",4/19/11,6/7/11,No,Yes,Yes,Yes
DR-1979,Disaster,5/9/11,TN,Shelby County,Storm,"Severe Storms, Straight-Line Winds, Tornadoes, and Flooding",4/19/11,6/7/11,No,Yes,Yes,Yes
DR-1979,Disaster,5/9/11,TN,Stewart County,Storm,"Severe Storms, Straight-Line Winds, Tornadoes, and Flooding",4/19/11,6/7/11,No,Yes,Yes,Yes
DR-1979,Disaster,5/9/11,TN,Tipton County,Storm,"Severe Storms, Straight-Line Winds, Tornadoes, and Flooding",4/19/11,6/7/11,No,Yes,Yes,Yes
DR-1979,Disaster,5/9/11,TN,Weakley County,Storm,"Severe Storms, Straight-Line Winds, Tornadoes, and Flooding",4/19/11,6/7/11,No,Yes,Yes,Yes
DR-1978,Disaster,5/9/11,TN,Chester County,Storm,"Severe Storms, Flooding, Tornadoes, and Straight-Line Winds",4/4/11,4/4/11,No,No,Yes,Yes
DR-1978,Disaster,5/9/11,TN,Davidson County,Storm,"Severe Storms, Flooding, Tornadoes, and Straight-Line Winds",4/4/11,4/4/11,No,No,Yes,Yes
DR-1978,Disaster,5/9/11,TN,Decatur County,Storm,"Severe Storms, Flooding, Tornadoes, and Straight-Line Winds",4/4/11,4/4/11,No,No,Yes,Yes
DR-1978,Disaster,5/9/11,TN,Dickson County,Storm,"Severe Storms, Flooding, Tornadoes, and Straight-Line Winds",4/4/11,4/4/11,No,No,Yes,Yes
DR-1978,Disaster,5/9/11,TN,Henderson County,Storm,"Severe Storms, Flooding, Tornadoes, and Straight-Line Winds",4/4/11,4/4/11,No,No,Yes,Yes
DR-1978,Disaster,5/9/11,TN,Humphreys County,Storm,"Severe Storms, Flooding, Tornadoes, and Straight-Line Winds",4/4/11,4/4/11,No,No,Yes,Yes
DR-1978,Disaster,5/9/11,TN,Lake County,Storm,"Severe Storms, Flooding, Tornadoes, and Straight-Line Winds",4/4/11,4/4/11,No,No,Yes,Yes
DR-1978,Disaster,5/9/11,TN,Shelby County,Storm,"Severe Storms, Flooding, Tornadoes, and Straight-Line Winds",4/4/11,4/4/11,No,No,Yes,Yes
DR-1978,Disaster,5/9/11,TN,Sumner County,Storm,"Severe Storms, Flooding, Tornadoes, and Straight-Line Winds",4/4/11,4/4/11,No,No,Yes,Yes
DR-4005,Disaster,7/20/11,TN,Anderson County,Storm,"Severe Storms, Straight-Line Winds, Tornadoes, and",6/18/11,6/24/11,No,No,Yes,Yes
DR-4005,Disaster,7/20/11,TN,Claiborne County,Storm,"Severe Storms, Straight-Line Winds, Tornadoes, and",6/18/11,6/24/11,No,No,Yes,Yes
DR-4005,Disaster,7/20/11,TN,Grainger County,Storm,"Severe Storms, Straight-Line Winds, Tornadoes, and",6/18/11,6/24/11,No,No,Yes,Yes
DR-4005,Disaster,7/20/11,TN,Henderson County,Storm,"Severe Storms, Straight-Line Winds, Tornadoes, and",6/18/11,6/24/11,No,No,Yes,Yes
DR-4005,Disaster,7/20/11,TN,Knox County,Storm,"Severe Storms, Straight-Line Winds, Tornadoes, and",6/18/11,6/24/11,No,No,Yes,Yes
DR-4005,Disaster,7/20/11,TN,Loudon County,Storm,"Severe Storms, Straight-Line Winds, Tornadoes, and",6/18/11,6/24/11,No,No,Yes,Yes
DR-4005,Disaster,7/20/11,TN,Marion County,Storm,"Severe Storms, Straight-Line Winds, Tornadoes, and",6/18/11,6/24/11,No,No,Yes,Yes
DR-4060,Disaster,3/16/12,TN,Bradley County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds and ",2/29/12,3/2/12,No,Yes,No,Yes
DR-4060,Disaster,3/16/12,TN,Claiborne County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds and ",2/29/12,3/2/12,No,Yes,No,Yes
DR-4060,Disaster,3/16/12,TN,Cumberland County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds and ",2/29/12,3/2/12,No,Yes,No,Yes
DR-4060,Disaster,3/16/12,TN,DeKalb County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds and ",2/29/12,3/2/12,No,Yes,No,Yes
DR-4060,Disaster,3/16/12,TN,Hamilton County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds and ",2/29/12,3/2/12,No,Yes,No,Yes
DR-4060,Disaster,3/16/12,TN,Jackson County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds and ",2/29/12,3/2/12,No,Yes,No,Yes
DR-4060,Disaster,3/16/12,TN,McMinn County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds and ",2/29/12,3/2/12,No,Yes,No,Yes
DR-4060,Disaster,3/16/12,TN,Monroe County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds and ",2/29/12,3/2/12,No,Yes,No,Yes
DR-4060,Disaster,3/16/12,TN,Overton County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds and ",2/29/12,3/2/12,No,Yes,No,Yes
DR-4060,Disaster,3/16/12,TN,Polk County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds and ",2/29/12,3/2/12,No,Yes,No,Yes
DR-4171,Disaster,4/11/14,TN,Carroll County,Ice,Severe Winter Storm,3/2/14,3/4/14,No,No,Yes,Yes
DR-4171,Disaster,4/11/14,TN,Cheatham County,Ice,Severe Winter Storm,3/2/14,3/4/14,No,No,Yes,Yes
DR-4171,Disaster,4/11/14,TN,Dickson County,Ice,Severe Winter Storm,3/2/14,3/4/14,No,No,Yes,Yes
DR-4171,Disaster,4/11/14,TN,Fayette County,Ice,Severe Winter Storm,3/2/14,3/4/14,No,No,Yes,Yes
DR-4171,Disaster,4/11/14,TN,Haywood County,Ice,Severe Winter Storm,3/2/14,3/4/14,No,No,Yes,Yes
DR-4171,Disaster,4/11/14,TN,Hickman County,Ice,Severe Winter Storm,3/2/14,3/4/14,No,No,Yes,Yes
DR-4171,Disaster,4/11/14,TN,Houston County,Ice,Severe Winter Storm,3/2/14,3/4/14,No,No,Yes,Yes
DR-4171,Disaster,4/11/14,TN,Madison County,Ice,Severe Winter Storm,3/2/14,3/4/14,No,No,Yes,Yes
DR-4171,Disaster,4/11/14,TN,Shelby County,Ice,Severe Winter Storm,3/2/14,3/4/14,No,No,Yes,Yes
DR-4171,Disaster,4/11/14,TN,Tipton County,Ice,Severe Winter Storm,3/2/14,3/4/14,No,No,Yes,Yes
DR-4189,Disaster,8/13/14,TN,Anderson County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",6/5/14,6/10/14,No,No,Yes,Yes
DR-4189,Disaster,8/13/14,TN,Bledsoe County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",6/5/14,6/10/14,No,No,Yes,Yes
DR-4189,Disaster,8/13/14,TN,Carroll County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",6/5/14,6/10/14,No,No,Yes,Yes
DR-4189,Disaster,8/13/14,TN,Claiborne County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",6/5/14,6/10/14,No,No,Yes,Yes
DR-4189,Disaster,8/13/14,TN,Decatur County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",6/5/14,6/10/14,No,No,Yes,Yes
DR-4189,Disaster,8/13/14,TN,Gibson County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",6/5/14,6/10/14,No,No,Yes,Yes
DR-4189,Disaster,8/13/14,TN,Giles County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",6/5/14,6/10/14,No,No,Yes,Yes
DR-4189,Disaster,8/13/14,TN,Haywood County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",6/5/14,6/10/14,No,No,Yes,Yes
DR-4189,Disaster,8/13/14,TN,Henry County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",6/5/14,6/10/14,No,No,Yes,Yes
DR-4189,Disaster,8/13/14,TN,Hickman County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",6/5/14,6/10/14,No,No,Yes,Yes
DR-4189,Disaster,8/13/14,TN,Houston County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",6/5/14,6/10/14,No,No,Yes,Yes
DR-4189,Disaster,8/13/14,TN,Lawrence County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",6/5/14,6/10/14,No,No,Yes,Yes
DR-4189,Disaster,8/13/14,TN,Lewis County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",6/5/14,6/10/14,No,No,Yes,Yes
DR-4189,Disaster,8/13/14,TN,McNairy County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",6/5/14,6/10/14,No,No,Yes,Yes
DR-4189,Disaster,8/13/14,TN,Madison County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",6/5/14,6/10/14,No,No,Yes,Yes
DR-4189,Disaster,8/13/14,TN,Marion County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",6/5/14,6/10/14,No,No,Yes,Yes
DR-4189,Disaster,8/13/14,TN,Maury County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",6/5/14,6/10/14,No,No,Yes,Yes
DR-4189,Disaster,8/13/14,TN,Moore County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",6/5/14,6/10/14,No,No,Yes,Yes
DR-4189,Disaster,8/13/14,TN,Perry County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",6/5/14,6/10/14,No,No,Yes,Yes
DR-4189,Disaster,8/13/14,TN,Roane County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",6/5/14,6/10/14,No,No,Yes,Yes
DR-4189,Disaster,8/13/14,TN,Sequatchie County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",6/5/14,6/10/14,No,No,Yes,Yes
DR-4189,Disaster,8/13/14,TN,Tipton County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",6/5/14,6/10/14,No,No,Yes,Yes
DR-4189,Disaster,8/13/14,TN,Weakley County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",6/5/14,6/10/14,No,No,Yes,Yes
DR-4211,Disaster,4/2/15,TN,Anderson County,Ice,Severe Winter Storm and Flooding,2/15/15,2/22/15,No,No,Yes,Yes
DR-4211,Disaster,4/2/15,TN,Bedford County,Ice,Severe Winter Storm and Flooding,2/15/15,2/22/15,No,No,Yes,Yes
DR-4211,Disaster,4/2/15,TN,Bledsoe County,Ice,Severe Winter Storm and Flooding,2/15/15,2/22/15,No,No,Yes,Yes
DR-4211,Disaster,4/2/15,TN,Blount County,Ice,Severe Winter Storm and Flooding,2/15/15,2/22/15,No,No,Yes,Yes
DR-4211,Disaster,4/2/15,TN,Campbell County,Ice,Severe Winter Storm and Flooding,2/15/15,2/22/15,No,No,Yes,Yes
DR-4211,Disaster,4/2/15,TN,Claiborne County,Ice,Severe Winter Storm and Flooding,2/15/15,2/22/15,No,No,Yes,Yes
DR-4211,Disaster,4/2/15,TN,Clay County,Ice,Severe Winter Storm and Flooding,2/15/15,2/22/15,No,No,Yes,Yes
DR-4211,Disaster,4/2/15,TN,Cocke County,Ice,Severe Winter Storm and Flooding,2/15/15,2/22/15,No,No,Yes,Yes
DR-4211,Disaster,4/2/15,TN,Coffee County,Ice,Severe Winter Storm and Flooding,2/15/15,2/22/15,No,No,Yes,Yes
DR-4211,Disaster,4/2/15,TN,Cumberland County,Ice,Severe Winter Storm and Flooding,2/15/15,2/22/15,No,No,Yes,Yes
DR-4211,Disaster,4/2/15,TN,Davidson County,Ice,Severe Winter Storm and Flooding,2/15/15,2/22/15,No,No,Yes,Yes
DR-4211,Disaster,4/2/15,TN,DeKalb County,Ice,Severe Winter Storm and Flooding,2/15/15,2/22/15,No,No,Yes,Yes
DR-4211,Disaster,4/2/15,TN,Fentress County,Ice,Severe Winter Storm and Flooding,2/15/15,2/22/15,No,No,Yes,Yes
DR-4211,Disaster,4/2/15,TN,Giles County,Ice,Severe Winter Storm and Flooding,2/15/15,2/22/15,No,No,Yes,Yes
DR-4211,Disaster,4/2/15,TN,Grainger County,Ice,Severe Winter Storm and Flooding,2/15/15,2/22/15,No,No,Yes,Yes
DR-4211,Disaster,4/2/15,TN,Greene County,Ice,Severe Winter Storm and Flooding,2/15/15,2/22/15,No,No,Yes,Yes
DR-4211,Disaster,4/2/15,TN,Grundy County,Ice,Severe Winter Storm and Flooding,2/15/15,2/22/15,No,No,Yes,Yes
DR-4211,Disaster,4/2/15,TN,Hamblen County,Ice,Severe Winter Storm and Flooding,2/15/15,2/22/15,No,No,Yes,Yes
DR-4211,Disaster,4/2/15,TN,Hancock County,Ice,Severe Winter Storm and Flooding,2/15/15,2/22/15,No,No,Yes,Yes
DR-4211,Disaster,4/2/15,TN,Hardeman County,Ice,Severe Winter Storm and Flooding,2/15/15,2/22/15,No,No,Yes,Yes
DR-4211,Disaster,4/2/15,TN,Hardin County,Ice,Severe Winter Storm and Flooding,2/15/15,2/22/15,No,No,Yes,Yes
DR-4211,Disaster,4/2/15,TN,Hawkins County,Ice,Severe Winter Storm and Flooding,2/15/15,2/22/15,No,No,Yes,Yes
DR-4211,Disaster,4/2/15,TN,Jefferson County,Ice,Severe Winter Storm and Flooding,2/15/15,2/22/15,No,No,Yes,Yes
DR-4211,Disaster,4/2/15,TN,Knox County,Ice,Severe Winter Storm and Flooding,2/15/15,2/22/15,No,No,Yes,Yes
DR-4211,Disaster,4/2/15,TN,Lawrence County,Ice,Severe Winter Storm and Flooding,2/15/15,2/22/15,No,No,Yes,Yes
DR-4211,Disaster,4/2/15,TN,Loudon County,Ice,Severe Winter Storm and Flooding,2/15/15,2/22/15,No,No,Yes,Yes
DR-4211,Disaster,4/2/15,TN,McMinn County,Ice,Severe Winter Storm and Flooding,2/15/15,2/22/15,No,No,Yes,Yes
DR-4211,Disaster,4/2/15,TN,McNairy County,Ice,Severe Winter Storm and Flooding,2/15/15,2/22/15,No,No,Yes,Yes
DR-4211,Disaster,4/2/15,TN,Marshall County,Ice,Severe Winter Storm and Flooding,2/15/15,2/22/15,No,No,Yes,Yes
DR-4211,Disaster,4/2/15,TN,Meigs County,Ice,Severe Winter Storm and Flooding,2/15/15,2/22/15,No,No,Yes,Yes
DR-4211,Disaster,4/2/15,TN,Monroe County,Ice,Severe Winter Storm and Flooding,2/15/15,2/22/15,No,No,Yes,Yes
DR-4211,Disaster,4/2/15,TN,Moore County,Ice,Severe Winter Storm and Flooding,2/15/15,2/22/15,No,No,Yes,Yes
DR-4211,Disaster,4/2/15,TN,Morgan County,Ice,Severe Winter Storm and Flooding,2/15/15,2/22/15,No,No,Yes,Yes
DR-4211,Disaster,4/2/15,TN,Obion County,Ice,Severe Winter Storm and Flooding,2/15/15,2/22/15,No,No,Yes,Yes
DR-4211,Disaster,4/2/15,TN,Overton County,Ice,Severe Winter Storm and Flooding,2/15/15,2/22/15,No,No,Yes,Yes
DR-4211,Disaster,4/2/15,TN,Pickett County,Ice,Severe Winter Storm and Flooding,2/15/15,2/22/15,No,No,Yes,Yes
DR-4211,Disaster,4/2/15,TN,Putnam County,Ice,Severe Winter Storm and Flooding,2/15/15,2/22/15,No,No,Yes,Yes
DR-4211,Disaster,4/2/15,TN,Rhea County,Ice,Severe Winter Storm and Flooding,2/15/15,2/22/15,No,No,Yes,Yes
DR-4211,Disaster,4/2/15,TN,Roane County,Ice,Severe Winter Storm and Flooding,2/15/15,2/22/15,No,No,Yes,Yes
DR-4211,Disaster,4/2/15,TN,Scott County,Ice,Severe Winter Storm and Flooding,2/15/15,2/22/15,No,No,Yes,Yes
DR-4211,Disaster,4/2/15,TN,Sevier County,Ice,Severe Winter Storm and Flooding,2/15/15,2/22/15,No,No,Yes,Yes
DR-4211,Disaster,4/2/15,TN,Van Buren County,Ice,Severe Winter Storm and Flooding,2/15/15,2/22/15,No,No,Yes,Yes
DR-4211,Disaster,4/2/15,TN,Warren County,Ice,Severe Winter Storm and Flooding,2/15/15,2/22/15,No,No,Yes,Yes
DR-4211,Disaster,4/2/15,TN,Wayne County,Ice,Severe Winter Storm and Flooding,2/15/15,2/22/15,No,No,Yes,Yes
DR-4211,Disaster,4/2/15,TN,White County,Ice,Severe Winter Storm and Flooding,2/15/15,2/22/15,No,No,Yes,Yes
DR-4293,Disaster,12/15/16,TN,Sevier County,Fire,Wildfires,11/28/16,12/9/16,No,Yes,Yes,Yes
DR-1931,Disaster,8/3/10,TX,Calhoun County,Hurricane,Hurricane Alex,6/30/10,8/14/10,No,Yes,Yes,Yes
DR-1931,Disaster,8/3/10,TX,Cameron County,Hurricane,Hurricane Alex,6/30/10,8/14/10,No,Yes,Yes,Yes
DR-1931,Disaster,8/3/10,TX,Cottle County,Hurricane,Hurricane Alex,6/30/10,8/14/10,No,Yes,Yes,Yes
DR-1931,Disaster,8/3/10,TX,Dawson County,Hurricane,Hurricane Alex,6/30/10,8/14/10,No,Yes,Yes,Yes
DR-1931,Disaster,8/3/10,TX,Floyd County,Hurricane,Hurricane Alex,6/30/10,8/14/10,No,Yes,Yes,Yes
DR-1931,Disaster,8/3/10,TX,Foard County,Hurricane,Hurricane Alex,6/30/10,8/14/10,No,Yes,Yes,Yes
DR-1931,Disaster,8/3/10,TX,Garza County,Hurricane,Hurricane Alex,6/30/10,8/14/10,No,Yes,Yes,Yes
DR-1931,Disaster,8/3/10,TX,Hidalgo County,Hurricane,Hurricane Alex,6/30/10,8/14/10,No,Yes,Yes,Yes
DR-1931,Disaster,8/3/10,TX,Jim Hogg County,Hurricane,Hurricane Alex,6/30/10,8/14/10,No,Yes,Yes,Yes
DR-1931,Disaster,8/3/10,TX,Jim Wells County,Hurricane,Hurricane Alex,6/30/10,8/14/10,No,Yes,Yes,Yes
DR-1931,Disaster,8/3/10,TX,Lamb County,Hurricane,Hurricane Alex,6/30/10,8/14/10,No,Yes,Yes,Yes
DR-1931,Disaster,8/3/10,TX,Lubbock County,Hurricane,Hurricane Alex,6/30/10,8/14/10,No,Yes,Yes,Yes
DR-1931,Disaster,8/3/10,TX,Lynn County,Hurricane,Hurricane Alex,6/30/10,8/14/10,No,Yes,Yes,Yes
DR-1931,Disaster,8/3/10,TX,Maverick County,Hurricane,Hurricane Alex,6/30/10,8/14/10,No,Yes,Yes,Yes
DR-1931,Disaster,8/3/10,TX,Motley County,Hurricane,Hurricane Alex,6/30/10,8/14/10,No,Yes,Yes,Yes
DR-1931,Disaster,8/3/10,TX,Starr County,Hurricane,Hurricane Alex,6/30/10,8/14/10,No,Yes,Yes,Yes
DR-1931,Disaster,8/3/10,TX,Terry County,Hurricane,Hurricane Alex,6/30/10,8/14/10,No,Yes,Yes,Yes
DR-1931,Disaster,8/3/10,TX,Val Verde County,Hurricane,Hurricane Alex,6/30/10,8/14/10,No,Yes,Yes,Yes
DR-1931,Disaster,8/3/10,TX,Webb County,Hurricane,Hurricane Alex,6/30/10,8/14/10,No,Yes,Yes,Yes
DR-1931,Disaster,8/3/10,TX,Willacy County,Hurricane,Hurricane Alex,6/30/10,8/14/10,No,Yes,Yes,Yes
DR-1931,Disaster,8/3/10,TX,Zapata County,Hurricane,Hurricane Alex,6/30/10,8/14/10,No,Yes,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Anderson County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Andrews County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Archer County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Armstrong County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Bailey County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Bastrop County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Baylor County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Blanco County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Brewster County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Briscoe County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Brooks County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Brown County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Burnet County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Callahan County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Carson County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Cass County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
